Number, Label, Comment, X, Y, Z, X_Toe, Y_Toe, Z_Toe, Diameter, Length, Subdrilling, Stemming, Burden, Spacing, Angle, Azimuth, WaterLevel, DetonatingTime, GlobalId, DesignCharge, InputedCharge, Row_Number, Detonators, Boosters, PathLetter
317, , , 748766.310, 8930585.820, 210.226, 748766.310, 8930585.820, 199.226, 0.127, 11.000, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 0.000, 12879, df56aa6c-bf83-4847-b828-2626b4ba5830, 0.0, 152.800, 0, DVT 15 m :1 ud, , B
318, , , 748768.630, 8930583.970, 210.248, 748768.630, 8930583.970, 199.748, 0.127, 10.500, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 0.000, 12809, b3f3abc4-23ef-4113-a8a0-33c750179b7c, 0.0, 137.000, 0, DVT 15 m :1 ud, , B
319, , , 748770.960, 8930582.130, 210.192, 748770.960, 8930582.130, 199.192, 0.127, 11.000, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 0.000, 12739, 73ce9673-7fb3-4207-8005-76f6d6b353d7, 0.0, 138.600, 0, DVT 15 m :1 ud, , B
320, , , 748773.290, 8930580.280, 210.003, 748773.290, 8930580.280, 199.503, 0.127, 10.500, 0.600, 2.200, 0.000, 0.000, 0.0, 0.0, 0.000, 12614, 860e7813-f73a-4a55-8e85-fa89e3a0da1c, 0.0, 129.600, 0, DVT 15 m :1 ud, , B
321, , , 748775.610, 8930578.440, 209.854, 748775.610, 8930578.440, 199.254, 0.127, 10.600, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 0.000, 12550, ad39ebe6-d6b9-4bbf-99fe-dee42dccbb25, 0.0, 135.700, 0, DVT 15 m :1 ud, , B
322, , , 748777.940, 8930576.590, 209.978, 748777.940, 8930576.590, 201.478, 0.127, 8.500, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 0.000, 12483, 06654a17-5700-4e78-8102-d2a6552b82ef, 0.0, 104.300, 0, DVT 15 m :1 ud, , B
323, , , 748780.210, 8930574.670, 209.990, 748780.210, 8930574.670, 199.490, 0.127, 10.500, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 0.000, 12433, 80c81502-c6d9-420a-9165-16216065524b, 0.0, 136.200, 0, DVT 15 m :1 ud, , B
324, , , 748782.460, 8930572.740, 210.066, 748782.460, 8930572.740, 199.566, 0.127, 10.500, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 0.000, 12361, 897ee083-cacc-4f3c-9c6d-830737d2320a, 0.0, 122.100, 0, DVT 15 m :1 ud, , B
325, , , 748784.710, 8930570.800, 210.171, 748784.710, 8930570.800, 199.371, 0.127, 10.800, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 0.000, 12309, b9c37bd1-4604-4900-983e-6fa3d73d83ec, 0.0, 136.500, 0, DVT 15 m :1 ud, , B
326, , , 748786.960, 8930568.860, 210.213, 748786.960, 8930568.860, 199.400, 0.127, 10.813, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 6.000, 12240, 666e59a5-00d7-479c-8cff-66cfe429dcb7, 0.0, 138.200, 0, DVT 15 m :1 ud, , B
327, , , 748789.210, 8930566.920, 210.441, 748789.210, 8930566.920, 199.541, 0.127, 10.900, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 0.666, 12153, 2bae47d7-24ad-4c51-b0df-3aeed390c3ab, 0.0, 143.500, 0, DVT 15 m :1 ud, , B
328, , , 748791.460, 8930564.980, 210.134, 748791.460, 8930564.980, 199.634, 0.127, 10.500, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 6.000, 12097, ee7dd32d-164d-48a0-a9f2-87f5453be6b7, 0.0, 121.200, 0, DVT 15 m :1 ud, , B
329, , , 748793.710, 8930563.040, 210.014, 748793.710, 8930563.040, 200.014, 0.127, 10.000, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 6.000, 12029, 98f1290e-245f-431b-ab4c-94b4995ce172, 0.0, 118.600, 0, DVT 15 m :1 ud, , B
330, , , 748795.960, 8930561.110, 209.741, 748795.960, 8930561.110, 199.741, 0.127, 10.000, 0.600, 2.200, 0.000, 0.000, 0.0, 0.0, 6.000, 11960, 3c5299fd-663a-4a71-80d4-7ef39e4e3305, 0.0, 116.700, 0, DVT 15 m :1 ud, , B
331, , , 748798.210, 8930559.170, 209.383, 748798.210, 8930559.170, 200.383, 0.127, 9.000, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 6.000, 11874, 35cb173f-1c65-4e2d-a3f1-b5e93ff1fbc5, 0.0, 121.900, 0, DVT 15 m :1 ud, , B
332, , , 748800.460, 8930557.230, 209.544, 748800.460, 8930557.230, 198.344, 0.127, 11.200, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 0.000, 11825, f718aacd-1fcc-4d7e-92c4-39543877cfa9, 0.0, 154.100, 0, DVT 15 m :1 ud, , B
333, , , 748802.510, 8930555.100, 210.085, 748802.510, 8930555.100, 200.085, 0.127, 10.000, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 0.000, 11738, ffba9564-f194-45b3-b7bf-134613363250, 0.0, 139.700, 0, DVT 15 m :1 ud, , B
334, , , 748804.190, 8930552.650, 210.220, 748804.190, 8930552.650, 199.620, 0.127, 10.600, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 6.000, 11684, 2cc2f316-f947-4ebb-bd2a-bfc39615ae7c, 0.0, 124.900, 0, DVT 15 m :1 ud, , B
335, , , 748805.790, 8930550.150, 210.232, 748805.790, 8930550.150, 199.832, 0.127, 10.400, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 6.000, 11614, b4f3e3f5-97bb-427b-a51c-0dbef28a7fef, 0.0, 131.100, 0, DVT 15 m :1 ud, , B
336, , , 748807.390, 8930547.650, 210.345, 748807.390, 8930547.650, 199.845, 0.127, 10.500, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 0.000, 11542, 1c5b0179-604b-4860-ae72-e852de670c69, 0.0, 129.700, 0, DVT 15 m :1 ud, , 
337, , , 748808.990, 8930545.150, 210.549, 748808.990, 8930545.150, 199.549, 0.127, 11.000, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 0.000, 11468, 809c358d-4215-42c3-ad08-4d8fa1c31329, 0.0, 128.900, 0, DVT 15 m :1 ud, , 
338, , , 748810.600, 8930542.650, 210.887, 748810.600, 8930542.650, 199.587, 0.127, 11.300, 0.600, 2.200, 0.000, 0.000, 0.0, 0.0, 6.000, 11412, 1a874363-91d4-4390-aaa5-8f707c242a27, 0.0, 131.200, 0, DVT 15 m :1 ud, , 
339, , , 748812.200, 8930540.150, 210.597, 748812.200, 8930540.150, 199.397, 0.127, 11.200, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 0.000, 11336, f50af1ea-2774-4204-a25f-fac7e67ca484, 0.0, 119.100, 0, DVT 15 m :1 ud, , 
340, , , 748813.800, 8930537.650, 210.460, 748813.800, 8930537.650, 199.460, 0.127, 11.000, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 0.000, 11260, e8894da9-22e0-45b1-92eb-95c912f7eca5, 0.0, 120.800, 0, DVT 15 m :1 ud, , 
341, , , 748815.410, 8930535.150, 210.316, 748815.410, 8930535.150, 199.316, 0.127, 11.000, 0.600, 2.200, 0.000, 0.000, 0.0, 0.0, 0.000, 11184, 93c73da3-6ab8-4f9f-a2c2-d9e694cbf6e7, 0.0, 139.300, 0, DVT 15 m :1 ud, , 
342, , , 748817.010, 8930532.650, 210.367, 748817.010, 8930532.650, 199.767, 0.127, 10.600, 0.600, 2.200, 0.000, 0.000, 0.0, 0.0, 0.000, 11108, a05acaba-46a7-4cdc-bacc-681dc355ab4f, 0.0, 130.100, 0, DVT 15 m :1 ud, , 
343, , , 748818.610, 8930530.150, 210.086, 748818.610, 8930530.150, 199.886, 0.127, 10.200, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 0.000, 11032, 889d30fb-4248-460e-8140-c69459947459, 0.0, 128.400, 0, DVT 15 m :1 ud, , 
344, , , 748820.210, 8930527.650, 210.296, 748820.210, 8930527.650, 200.296, 0.127, 10.000, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 0.000, 10956, 6d56ee37-e31d-4197-8361-0b7acc43171e, 0.0, 132.700, 0, DVT 15 m :1 ud, , 
345, , , 748821.820, 8930525.150, 210.336, 748821.820, 8930525.150, 199.536, 0.127, 10.800, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 0.000, 10884, 344b18e3-f8bb-4a33-a72f-da4e3f519ef2, 0.0, 134.500, 0, DVT 15 m :1 ud, , 
346, , , 748823.420, 8930522.650, 210.626, 748823.420, 8930522.650, 199.026, 0.127, 11.600, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 0.000, 10808, 8404055e-9083-459e-8974-22af6d7aec9e, 0.0, 134.200, 0, DVT 15 m :1 ud, , 
347, , , 748825.020, 8930520.150, 210.541, 748825.020, 8930520.150, 199.641, 0.127, 10.900, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 0.000, 10736, 56a70272-6c76-409c-8228-27f0b0f27e4e, 0.0, 133.600, 0, DVT 15 m :1 ud, , 
348, , , 748826.630, 8930517.650, 210.114, 748826.630, 8930517.650, 199.514, 0.127, 10.600, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 0.000, 10658, 5da66dc0-0359-4980-b6f2-a905052866b5, 0.0, 111.700, 0, DVT 15 m :1 ud, , 
349, , , 748828.230, 8930515.150, 210.333, 748828.230, 8930515.150, 199.333, 0.127, 11.000, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 0.000, 10610, 6f6b4d29-95b8-4bd6-b77c-d7a9673bdfbb, 0.0, 142.200, 0, DVT 15 m :1 ud, , 
350, , , 748829.830, 8930512.640, 210.381, 748829.830, 8930512.640, 200.381, 0.127, 10.000, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 0.000, 10530, 6861cb6a-e941-4c94-8c95-d8283753e6cf, 0.0, 122.000, 0, DVT 15 m :1 ud, , 
351, , , 748831.440, 8930510.140, 210.470, 748831.440, 8930510.140, 200.870, 0.127, 9.600, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 0.000, 10454, 2c6e7c11-a447-49b8-a157-c74a465b0ffc, 0.0, 101.300, 0, DVT 15 m :1 ud, , 
352, , , 748833.040, 8930507.640, 210.161, 748833.040, 8930507.640, 200.161, 0.127, 10.000, 0.600, 2.200, 0.000, 0.000, 0.0, 0.0, 0.000, 10374, ec2b7c58-cc58-4351-813f-14294685e92e, 0.0, 126.600, 0, DVT 15 m :1 ud, , 
353, , , 748834.640, 8930505.140, 210.372, 748834.640, 8930505.140, 199.372, 0.127, 11.000, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 0.000, 10310, 2650d437-47d1-470e-a384-44a4563f84c8, 0.0, 140.600, 0, DVT 15 m :1 ud, , 
354, , , 748836.240, 8930502.640, 210.510, 748836.240, 8930502.640, 199.510, 0.127, 11.000, 0.600, 3.500, 0.000, 0.000, 0.0, 0.0, 0.000, 10220, bc7bdf1e-b09f-4c64-8a64-16045f4d70be, 0.0, 113.400, 0, DVT 15 m :1 ud, , A
355, , , 748835.020, 8930499.780, 210.496, 748835.020, 8930499.780, 199.096, 0.127, 11.400, 0.600, 3.500, 0.000, 0.000, 0.0, 0.0, 0.000, 10208, 41978bad-0664-48bd-af68-a9a4b128c449, 0.0, 131.700, 0, DVT 15 m :1 ud, , A
356, , , 748833.410, 8930502.280, 210.487, 748833.410, 8930502.280, 199.487, 0.127, 11.000, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 0.000, 10294, 3f0b733f-1b6b-478d-9c53-df6880e2f4a4, 0.0, 140.300, 0, DVT 15 m :1 ud, , 
357, , , 748831.810, 8930504.780, 210.355, 748831.810, 8930504.780, 199.155, 0.127, 11.200, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 0.000, 10358, a71adf9c-8977-4685-bdde-d88ed9f683b7, 0.0, 150.100, 0, DVT 15 m :1 ud, , 
358, , , 748830.210, 8930507.280, 210.590, 748830.210, 8930507.280, 199.990, 0.127, 10.600, 0.600, 2.200, 0.000, 0.000, 0.0, 0.0, 0.000, 10426, 5f827ceb-9d34-42d1-865c-32fef2315e1c, 0.0, 137.200, 0, DVT 15 m :1 ud, , 
359, , , 748828.600, 8930509.780, 210.270, 748828.600, 8930509.780, 199.470, 0.127, 10.800, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 0.000, 10502, 9b4f71a8-4e8d-4922-92ae-8f6cdc587d87, 0.0, 136.000, 0, DVT 15 m :1 ud, , 
360, , , 748827.000, 8930512.280, 210.549, 748827.000, 8930512.280, 200.049, 0.127, 10.500, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 0.000, 10578, 023a2683-0bd7-4f26-86bd-51e38f05ed8c, 0.0, 129.800, 0, DVT 15 m :1 ud, , 
361, , , 748825.400, 8930514.780, 210.246, 748825.400, 8930514.780, 199.246, 0.127, 11.000, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 0.000, 10638, 432a682c-91b1-4bab-a40d-6dec93851dc1, 0.0, 138.800, 0, DVT 15 m :1 ud, , 
362, , , 748823.800, 8930517.280, 210.475, 748823.800, 8930517.280, 199.475, 0.127, 11.000, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 0.000, 10716, 62bb4d9c-4820-4f04-b2a3-c7c43d4e204d, 0.0, 132.800, 0, DVT 15 m :1 ud, , 
363, , , 748822.190, 8930519.780, 210.594, 748822.190, 8930519.780, 199.594, 0.127, 11.000, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 0.000, 10788, efb9be04-84da-4540-b6ad-4734d883e3cc, 0.0, 120.000, 0, DVT 15 m :1 ud, , 
364, , , 748820.590, 8930522.280, 210.281, 748820.590, 8930522.280, 200.481, 0.127, 9.800, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 0.000, 10864, cdf551aa-a170-4072-bcdd-2c9bc4d23088, 0.0, 110.700, 0, DVT 15 m :1 ud, , 
365, , , 748818.990, 8930524.780, 210.265, 748818.990, 8930524.780, 205.765, 0.127, 4.500, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 0.000, 10940, bb4fe2d2-8f6a-4f07-89e2-fdec85eeaea5, 0.0, 28.100, 0, DVT 15 m :1 ud, , 
366, , , 748817.380, 8930527.280, 210.050, 748817.380, 8930527.280, 199.050, 0.127, 11.000, 0.600, 2.200, 0.000, 0.000, 0.0, 0.0, 0.000, 11012, 503ed186-cd37-4493-b335-07bd3b6b3b06, 0.0, 140.500, 0, DVT 15 m :1 ud, , 
367, , , 748815.780, 8930529.780, 210.325, 748815.780, 8930529.780, 199.825, 0.127, 10.500, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 0.000, 11088, 84cfe56b-4521-425c-8db1-093e37cbc758, 0.0, 123.500, 0, DVT 15 m :1 ud, , 
368, , , 748814.180, 8930532.280, 210.269, 748814.180, 8930532.280, 200.269, 0.127, 10.000, 0.600, 2.200, 0.000, 0.000, 0.0, 0.0, 0.000, 11164, 39adaecd-8c98-4a27-86dd-e10fe986cad8, 0.0, 122.000, 0, DVT 15 m :1 ud, , 
369, , , 748812.570, 8930534.780, 210.375, 748812.570, 8930534.780, 199.375, 0.127, 11.000, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 0.000, 11240, 1e5af863-4fa8-4540-b767-c6b7f3b88095, 0.0, 130.500, 0, DVT 15 m :1 ud, , 
370, , , 748810.970, 8930537.280, 210.547, 748810.970, 8930537.280, 199.447, 0.127, 11.100, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 0.000, 11316, 3362bae6-0783-48df-b577-cbc00a13281f, 0.0, 103.600, 0, DVT 15 m :1 ud, , 
371, , , 748809.370, 8930539.780, 210.941, 748809.370, 8930539.780, 199.441, 0.127, 11.500, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 0.000, 11392, 3541cfa8-f66c-4c6c-a2d9-e29026c1929b, 0.0, 115.200, 0, DVT 15 m :1 ud, , 
372, , , 748807.770, 8930542.280, 210.701, 748807.770, 8930542.280, 200.201, 0.127, 10.500, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 0.000, 11452, 03fe19bb-1373-4487-be91-165bd603de36, 0.0, 130.000, 0, DVT 15 m :1 ud, , 
373, , , 748806.160, 8930544.780, 210.637, 748806.160, 8930544.780, 200.237, 0.127, 10.400, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 0.000, 11526, 4254f9ce-d3e8-461e-80ba-710e2a0cd181, 0.0, 142.200, 0, DVT 15 m :1 ud, , 
374, , , 748804.560, 8930547.280, 210.515, 748804.560, 8930547.280, 200.315, 0.127, 10.200, 0.600, 2.200, 0.000, 0.000, 0.0, 0.0, 6.000, 11598, 0731f0d9-b0a5-4d4f-b306-d74c677fc277, 0.0, 135.900, 0, DVT 15 m :1 ud, , B
375, , , 748802.960, 8930549.780, 210.433, 748802.960, 8930549.780, 199.433, 0.127, 11.000, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 6.000, 11668, 56b76d41-4273-4fff-9745-aaa299e66fa5, 0.0, 131.400, 0, DVT 15 m :1 ud, , B
376, , , 748801.350, 8930552.280, 209.936, 748801.350, 8930552.280, 199.436, 0.127, 10.500, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 6.000, 11722, 1615a6a1-17f3-4cd9-a649-0808939a9320, 0.0, 158.900, 0, DVT 15 m :1 ud, , B
377, , , 748799.540, 8930554.620, 209.577, 748799.540, 8930554.620, 199.377, 0.127, 10.200, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 0.000, 11808, 37632af9-0009-414f-8987-57a3bce8ada9, 0.0, 111.300, 0, DVT 15 m :1 ud, , B
378, , , 748797.290, 8930556.560, 209.778, 748797.290, 8930556.560, 199.778, 0.127, 10.000, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 6.000, 11858, d9400eb6-603a-48f7-b6a6-5ed909cb03d6, 0.0, 120.300, 0, DVT 15 m :1 ud, , B
379, , , 748795.040, 8930558.490, 210.015, 748795.040, 8930558.490, 199.015, 0.127, 11.000, 0.600, 2.200, 0.000, 0.000, 0.0, 0.0, 0.000, 11943, b933c19b-7812-4d83-81bc-81effb9198ce, 0.0, 114.600, 0, DVT 15 m :1 ud, , B
380, , , 748792.790, 8930560.430, 210.360, 748792.790, 8930560.430, 200.160, 0.127, 10.200, 0.600, 2.200, 0.000, 0.000, 0.0, 0.0, 0.000, 12009, ccccd17a-beb0-4d17-a3ef-39075e3cd2b4, 0.0, 106.900, 0, DVT 15 m :1 ud, , B
381, , , 748790.540, 8930562.370, 210.233, 748790.540, 8930562.370, 199.733, 0.127, 10.500, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 6.000, 12081, 0251bf4a-fbaf-4bb9-9d07-f40b5afbd737, 0.0, 112.300, 0, DVT 15 m :1 ud, , B
382, , , 748788.290, 8930564.310, 210.375, 748788.290, 8930564.310, 199.175, 0.127, 11.200, 0.600, 2.200, 0.000, 0.000, 0.0, 0.0, 6.000, 12137, 03dc6e71-ffb0-41dd-ac54-a6c6c9e2c737, 0.0, 128.000, 0, DVT 15 m :1 ud, , B
383, , , 748786.040, 8930566.250, 210.264, 748786.040, 8930566.250, 199.764, 0.127, 10.500, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 5.000, 12223, d5968f79-4c40-4549-ba39-f9c9545a7526, 0.0, 128.600, 0, DVT 15 m :1 ud, , B
384, , , 748783.780, 8930568.190, 210.214, 748783.780, 8930568.190, 199.014, 0.127, 11.200, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 6.000, 12289, fb65a07a-b833-477b-9f2d-c2be84485a3c, 0.0, 121.600, 0, DVT 15 m :1 ud, , B
385, , , 748781.530, 8930570.130, 210.159, 748781.530, 8930570.130, 200.159, 0.127, 10.000, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 6.000, 12345, 8d72ac0a-6921-4337-951b-1b1c0b7d853b, 0.0, 106.900, 0, DVT 15 m :1 ud, , B
386, , , 748779.280, 8930572.060, 210.252, 748779.280, 8930572.060, 199.452, 0.127, 10.800, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 0.000, 12417, c81455ee-c00e-410e-a943-62d02f128394, 0.0, 114.800, 0, DVT 15 m :1 ud, , B
387, , , 748777.030, 8930574.000, 210.096, 748777.030, 8930574.000, 199.396, 0.127, 10.700, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 0.000, 12462, faf20db4-8f85-4089-9482-6f656473b437, 0.0, 121.200, 0, DVT 15 m :1 ud, , B
388, , , 748774.710, 8930575.860, 209.981, 748774.710, 8930575.860, 198.681, 0.127, 11.300, 0.600, 2.200, 0.000, 0.000, 0.0, 0.0, 0.000, 12530, ea82a60c-04d4-4ce0-8188-94c4a2316102, 0.0, 135.700, 0, DVT 15 m :1 ud, , B
389, , , 748772.390, 8930577.700, 209.948, 748772.390, 8930577.700, 199.248, 0.127, 10.700, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 0.000, 12596, eade985e-4e69-4bdb-93e4-e595ae8ddeba, 0.0, 118.000, 0, DVT 15 m :1 ud, , B
390, , , 748770.060, 8930579.550, 210.167, 748770.060, 8930579.550, 199.467, 0.127, 10.700, 0.600, 2.200, 0.000, 0.000, 0.0, 0.0, 0.000, 12660, 65338ca7-b0ba-4ad1-8a65-87cb4f2108a5, 0.0, 126.100, 0, DVT 15 m :1 ud, , B
391, , , 748767.730, 8930581.390, 210.040, 748767.730, 8930581.390, 198.540, 0.127, 11.500, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 0.000, 12727, 8d69ed0a-1f04-4917-99a5-c40c79723f06, 0.0, 119.900, 0, DVT 15 m :1 ud, , B
392, , , 748765.410, 8930583.240, 210.129, 748765.410, 8930583.240, 199.629, 0.127, 10.500, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 0.000, 12797, e73e7a74-3172-41e0-88ad-59c0bd2def75, 0.0, 115.900, 0, DVT 15 m :1 ud, , B
393, , , 748762.730, 8930584.440, 210.034, 748762.730, 8930584.440, 199.534, 0.127, 10.500, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 0.000, 12847, a4662220-7fbb-453e-b586-18f597aa666b, 0.0, 140.500, 0, DVT 15 m :1 ud, , B
394, , , 748759.920, 8930585.390, 209.932, 748759.920, 8930585.390, 199.332, 0.127, 10.600, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 0.000, 12917, 6e18fd6e-df71-4fa9-8a0a-f916845f4509, 0.0, 136.100, 0, DVT 15 m :1 ud, , B
395, , , 748756.280, 8930583.900, 209.986, 748756.280, 8930583.900, 199.886, 0.127, 10.100, 0.600, 3.500, 0.000, 0.000, 0.0, 0.0, 0.000, 12946, 19dd1c2e-fc6f-4287-b76c-16d4f45658f6, 0.0, 103.900, 0, DVT 15 m :1 ud, , B
396, , , 748759.090, 8930582.950, 210.085, 748759.090, 8930582.950, 199.385, 0.127, 10.700, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 0.000, 12900, d4e9a023-1994-4f6c-beb3-954c80518b37, 0.0, 130.100, 0, DVT 15 m :1 ud, , B
397, , , 748761.910, 8930582.000, 210.061, 748761.910, 8930582.000, 199.361, 0.127, 10.700, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 0.000, 12830, 38f0e4bd-2d3d-45aa-9f1f-0b65c8a1acf7, 0.0, 123.900, 0, DVT 15 m :1 ud, , B
398, , , 748764.510, 8930580.660, 210.145, 748764.510, 8930580.660, 199.745, 0.127, 10.400, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 0.000, 12777, 8c5df18a-5e04-42ff-89ed-c46eb684b9fe, 0.0, 125.100, 0, DVT 15 m :1 ud, , B
399, , , 748766.840, 8930578.810, 210.251, 748766.840, 8930578.810, 198.851, 0.127, 11.400, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 0.000, 12707, 494e207b-e4e4-40cd-acb1-77fd186a21d7, 0.0, 119.200, 0, DVT 15 m :1 ud, , B
400, , , 748769.160, 8930576.970, 210.009, 748769.160, 8930576.970, 199.309, 0.127, 10.700, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 0.000, 12644, 1467e69f-8474-4854-ace0-5522216335bf, 0.0, 111.800, 0, DVT 15 m :1 ud, , B
401, , , 748771.490, 8930575.120, 210.038, 748771.490, 8930575.120, 199.838, 0.127, 10.200, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 0.000, 12576, d87eb9c5-0544-476c-8db3-ebf38c93938a, 0.0, 116.500, 0, DVT 15 m :1 ud, , B
402, , , 748773.820, 8930573.270, 210.057, 748773.820, 8930573.270, 199.157, 0.127, 10.900, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 0.000, 12512, 595aa8ef-aa09-44f1-ac06-5337ead45bed, 0.0, 118.200, 0, DVT 15 m :1 ud, , B
403, , , 748776.110, 8930571.390, 210.014, 748776.110, 8930571.390, 199.214, 0.127, 10.800, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 0.000, 12446, 8b83354e-f0fa-4a20-b109-69787fd24090, 0.0, 126.000, 0, DVT 15 m :1 ud, , B
404, , , 748778.360, 8930569.450, 210.166, 748778.360, 8930569.450, 199.166, 0.127, 11.000, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 0.000, 12401, ecda8546-93c2-4bb4-94e4-8a9a2b1f0086, 0.0, 123.100, 0, DVT 15 m :1 ud, , B
405, , , 748780.610, 8930567.510, 210.220, 748780.610, 8930567.510, 199.220, 0.127, 11.000, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 6.000, 12325, b0369c80-d8c0-47bd-ba39-cbb044d5a51c, 0.0, 123.000, 0, DVT 15 m :1 ud, , B
406, , , 748782.860, 8930565.580, 210.407, 748782.860, 8930565.580, 199.507, 0.127, 10.900, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 6.000, 12273, 9dc0664e-49f0-4289-a031-47d8b461c373, 0.0, 161.280, 0, DVT 15 m :1 ud, , B
407, , , 748785.110, 8930563.640, 210.333, 748785.110, 8930563.640, 199.333, 0.127, 11.000, 0.600, 2.200, 0.000, 0.000, 0.0, 0.0, 6.000, 12207, 7dbb4bb2-9a8e-4d76-ab52-3e51e07d89a9, 0.0, 148.100, 0, DVT 15 m :1 ud, , B
408, , , 748787.360, 8930561.700, 210.372, 748787.360, 8930561.700, 199.872, 0.127, 10.500, 0.600, 2.200, 0.000, 0.000, 0.0, 0.0, 6.000, 12121, f0261e67-7305-4123-9367-f90f049b1bd8, 0.0, 122.100, 0, DVT 15 m :1 ud, , B
409, , , 748789.610, 8930559.760, 210.316, 748789.610, 8930559.760, 199.316, 0.127, 11.000, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 6.000, 12065, 37982ecd-3ce2-4b86-a49c-156dcedb4038, 0.0, 138.800, 0, DVT 15 m :1 ud, , B
410, , , 748791.860, 8930557.820, 210.241, 748791.860, 8930557.820, 200.041, 0.127, 10.200, 0.600, 2.200, 0.000, 0.000, 0.0, 0.0, 0.000, 11993, 05a4f9f1-4ae1-4edc-896c-096750a687f4, 0.0, 105.900, 0, DVT 15 m :1 ud, , B
411, , , 748794.110, 8930555.880, 210.137, 748794.110, 8930555.880, 199.137, 0.127, 11.000, 0.600, 2.200, 0.000, 0.000, 0.0, 0.0, 6.000, 11927, c87457be-dd4a-41e2-92ca-3eb365af3ab9, 0.0, 160.000, 0, DVT 15 m :1 ud, , B
